pair,grain.yield,grain.number,seed.size,anthesis,silking,plant.height,tassel.height,ear.height
LH60_UH250,0.6751,0.6391,0.867,0.4083,0.43,0.823,0.5283,0.8632
LH60_UH304,0.8111,0.7559,0.9412,0.4616,0.4688,0.8252,0.6069,0.8534
LH60_UH_2500,0.4427,0.5356,0.6177,0.5918,0.6986,0.8692,0.6327,0.8524
LH60_UH_6102,0.7148,0.6914,0.8952,0.4734,0.509,0.9418,0.6129,0.8583
LH60_UH_6179,0.7273,0.6757,0.9214,0.4445,0.5221,0.9549,0.8979,0.9896
LH60_UH_P024,0.8339,0.7449,0.9657,0.4289,0.4816,0.9955,0.8632,0.82
LH60_UH_P060,0.6538,0.61,0.8871,0.4546,0.538,0.8592,0.5839,0.8092
LH60_UH_P064,0.775,0.6372,0.9326,0.5536,0.5304,0.9894,0.9401,0.9852
LH60_UH_P074,0.739,0.6236,0.9885,0.4048,0.4671,0.8965,0.6137,0.9556
LH60_UH_P087,0.5916,0.5334,0.9968,0.4241,0.482,0.9411,0.6377,0.9822
LH60_UH_P089,0.7751,0.7534,0.8832,0.6016,0.7225,0.8589,0.7352,0.8245
LH60_UH_P104,0.6589,0.5975,0.8688,0.3017,0.3499,0.8436,0.5896,0.843
LH60_UH_P115,0.7454,0.7552,0.7602,0.5361,0.584,0.9941,0.8063,0.9715
LH60_UH_P128,0.7714,0.6699,0.9915,0.5181,0.6222,0.9083,0.6603,0.9812
LH60_UH_P148,0.7972,0.6626,0.9044,0.4561,0.4918,0.839,0.6659,0.7212
LH60_UH_S018,0.8481,0.9068,0.7712,0.7686,0.9178,0.9531,0.7,0.8984
LH60_UH_S020,0.8543,0.7969,0.9532,0.8906,0.8992,0.8557,0.9516,0.7294
LH60_UH_S025,0.7446,0.7389,0.7951,0.5691,0.6205,0.9391,0.6658,0.883
LH60_Va26,0.8,0.8071,0.9449,0.7281,0.847,0.7129,0.9876,0.8403
LH60_W117,0.5699,0.519,0.8839,0.3692,0.5978,0.6598,0.437,0.7013
LH60_W153R,0.6577,0.5556,0.9417,0.448,0.6316,0.9787,0.5902,0.9367
LH60_W182E,0.5353,0.4613,0.9963,0.3444,0.4148,0.7889,0.4598,0.7787
LH60_W23,0.4778,0.6198,0.5798,0.6978,0.8116,0.773,0.8801,0.8665
LH60_W602S,0.6498,0.8116,0.6588,0.6471,0.8819,0.9303,0.6443,0.995
LH60_W604S,0.7164,0.6643,0.9971,0.8836,0.8634,0.9823,0.874,0.9491
LH60_W64A,0.6967,0.7088,0.9253,0.6447,0.7136,0.8188,0.6223,0.8226
LH60_W9,0.4529,0.6089,0.5165,0.4552,0.6275,0.8536,0.536,0.7945
LH60_W95115,0.556,0.5137,0.9072,0.6187,0.7573,0.8211,0.4741,0.7589
LH60_Wf9,0.6757,0.6593,0.9705,0.7553,0.9101,0.9574,0.8262,0.9627
LH65_LH74,0.8374,0.916,0.8049,0.8088,0.7029,0.7338,0.5963,0.7611
LH65_LH82,0.922,0.8965,0.6001,0.6862,0.528,0.7104,0.389,0.6667
LH65_LH93,0.9013,0.7242,0.7009,0.956,0.9403,0.7541,0.35,0.9328
LH65_Lo1016,0.9002,0.8194,0.8408,0.9834,0.9624,0.831,0.9988,0.815
LH65_Lo1026,0.9462,0.8578,0.8024,0.7923,0.8001,0.9963,0.8572,0.9725
LH65_Lo1035,0.8998,0.8514,0.9173,0.9477,0.9982,0.9779,0.8799,0.9978
LH65_Lo1038,0.7386,0.5239,0.7325,0.8797,0.8365,0.9573,0.7749,0.9172
LH65_Lo1056,0.9576,0.8502,0.8206,0.8261,0.85,0.9621,0.8246,0.9333
LH65_Lo1063,0.9997,0.8707,0.8215,0.7821,0.9872,0.6673,0.5234,0.8943
LH65_Lo1087,0.6638,0.6073,0.9428,0.752,0.8509,0.9459,0.8198,0.9939
LH65_Lo1094,0.9384,0.8443,0.7649,0.961,0.8369,0.8474,0.6921,0.8747
LH65_Lo1095,0.8249,0.7981,0.9516,0.987,0.9816,0.8732,0.8176,0.821
LH65_Lo1101,0.926,0.884,0.9169,0.7296,0.6036,0.9385,0.8395,0.7826
LH65_Lo1106,0.8733,0.8615,0.9532,0.9849,0.8941,0.99,0.8391,0.9642
LH65_Lo1123,0.9592,0.9102,0.9871,0.787,0.6358,0.8673,0.6751,0.8064
LH65_Lo1124,0.9969,0.9232,0.8651,0.9651,0.898,0.9644,0.8205,0.7114
LH65_Lo1172,0.9089,0.9176,0.9428,0.949,0.783,0.9826,0.7913,0.8558
LH65_Lo1180,0.9173,0.9327,0.864,0.717,0.6604,0.8479,0.5337,0.9941
LH65_Lo1187,0.9635,0.9593,0.821,0.8201,0.774,0.8058,0.6422,0.9572
LH65_Lo1199,0.8883,0.7867,0.7937,0.9866,0.8398,0.8908,0.8703,0.9626
LH65_Lo1203,0.7985,0.6529,0.7576,0.9925,0.8672,0.877,0.9996,0.9666
LH65_Lo1223,0.7772,0.7898,0.9746,0.9411,0.8258,0.9034,0.8671,0.8963
LH65_Lo1242,0.9725,0.986,0.9867,0.8367,0.7631,0.96,0.8353,0.6984
LH65_Lo1251,0.7451,0.7237,0.9991,0.9116,0.9439,0.9581,0.9885,0.9392
LH65_Lo1253,0.7253,0.7713,0.9781,0.9802,0.9229,0.678,0.9414,0.6978
LH65_Lo1261,0.7827,0.7411,0.899,0.9732,0.8808,0.9972,0.7967,0.9414
LH65_Lo1266,0.7769,0.8212,0.9838,0.9953,0.8644,0.9649,0.8258,0.8458
LH65_Lo1270,0.87,0.8282,0.9011,0.9308,0.9708,0.9893,0.8801,0.88
LH65_Lo1273,0.9506,0.9725,0.9103,0.9145,0.7899,0.7487,0.5002,0.8895
LH65_Lo1274,0.9436,0.8944,0.9655,0.8679,0.816,0.9695,0.9921,0.6512
LH65_Lo1280,0.9592,0.8871,0.7049,0.8608,0.8577,0.9528,0.7814,0.8114
LH65_Lo1282,0.8308,0.903,0.9042,0.9431,0.9868,0.8936,0.9158,0.9735
LH65_Lo1284,0.9888,0.9165,0.9214,0.7997,0.8637,0.9401,0.6362,0.5982
LH65_Lo1288,0.7275,0.7842,0.9445,0.8654,0.9953,0.9368,0.6145,0.978
LH65_Lo1290,0.951,0.984,0.9782,0.9661,0.9265,0.914,0.7224,0.7266
LH65_Lo1301,0.7585,0.6111,0.7462,0.8829,0.7318,0.8467,0.6827,0.835
LH65_Lo904,0.8529,0.7694,0.8608,0.8773,0.8257,0.9877,0.8504,0.9847
LH65_Lp5,0.8962,0.9461,0.8548,0.6242,0.5813,0.8096,0.6993,0.7668
LH65_ML606,0.9747,0.985,0.8946,0.6449,0.7106,0.8448,0.5224,0.7676
LH65_MS153,0.6569,0.6577,0.9657,0.615,0.712,0.8746,0.6836,0.9873
LH65_MS71,0.6921,0.7793,0.7319,0.7852,0.8369,0.7305,0.5186,0.7103
LH65_Mo15W,0.7915,0.8146,0.9767,0.9139,0.822,0.8865,0.5964,0.9932
LH65_Mo17,0.8775,0.8276,0.905,0.9929,0.9403,0.943,0.7273,0.9393
LH65_N16,0.7552,0.981,0.5151,0.8589,0.8974,0.9577,0.7965,0.8531
LH65_N192,0.8365,0.8462,0.8822,0.594,0.5829,0.712,0.4652,0.6262
LH65_N22,0.7386,0.869,0.6945,0.9539,0.9652,0.7653,0.4584,0.8739
LH65_N25,0.5945,0.6386,0.8935,0.9305,0.9539,0.909,0.7412,0.8761
LH65_N6,0.6639,0.7399,0.7988,0.7246,0.8091,0.7561,0.4006,0.7625
LH65_NC290,0.9582,0.9959,0.955,0.9338,0.9976,0.9685,0.8257,0.7176
LH65_NC358,0.8527,0.7771,0.5526,0.9108,0.8467,0.9917,0.6797,0.9396
LH65_NDB8,0.5396,0.554,0.8518,0.5643,0.5252,0.68,0.431,0.9256
LH65_NK764,0.7636,0.8415,0.7534,0.5761,0.6074,0.625,0.3581,0.5647
LH65_NK807,0.7824,0.8085,0.8745,0.5497,0.5101,0.8518,0.639,0.7736
LH65_NQ508,0.9964,0.9874,0.9222,0.811,0.7923,0.9115,0.758,0.9228
LH65_NS701,0.9913,0.9734,0.993,0.876,0.7831,0.9113,0.7541,0.9775
LH65_Oh02,0.915,0.8992,0.9353,0.8303,0.8877,0.8588,0.8666,0.7049
LH65_Oh33,0.6557,0.7616,0.6495,0.7537,0.7909,0.9066,0.6019,0.7825
LH65_Oh40B,0.7519,0.7903,0.9041,0.8221,0.8978,0.93,0.7964,0.8303
LH65_Oh43,0.8856,0.9664,0.845,0.6717,0.7612,0.8753,0.6753,0.799
LH65_Os426,0.6877,0.7082,0.8615,0.9791,0.9782,0.8897,0.8121,0.711
LH65_P465P,0.8122,0.9744,0.7022,0.7626,0.8537,0.9327,0.6885,0.8849
LH65_PB116,0.6032,0.7124,0.6269,0.8103,0.7146,0.8664,0.6796,0.9463
LH65_PB98TR,0.7348,0.7857,0.8081,0.9183,0.9446,0.8981,0.9006,0.7785
LH65_PH207,0.8714,0.8562,0.9073,0.4103,0.448,0.7544,0.5158,0.7171
LH65_PHB09,0.8692,0.8311,0.9725,0.7945,0.7559,0.8695,0.5531,0.9251
LH65_PHG35,0.8027,0.8187,0.949,0.9244,0.926,0.9192,0.9924,0.9701
LH65_PHG39,0.9463,0.9784,0.9979,0.9721,0.8648,0.9196,0.7977,0.9092
LH65_PHG47,0.8626,0.9429,0.7535,0.6056,0.5717,0.7271,0.5247,0.5611
LH65_PHG50,0.9372,0.9606,0.8121,0.5709,0.5941,0.7879,0.5111,0.7628
LH65_PHG71,0.8718,0.8176,0.9508,0.5759,0.5632,0.7115,0.3906,0.7835
LH65_PHG80,0.9852,0.9828,0.9958,0.8606,0.7781,0.7571,0.4218,0.7656
LH65_PHG83,0.9717,0.9737,0.9972,0.8041,0.7976,0.9018,0.5796,0.7248
LH65_PHG84,0.9656,0.9521,0.9357,0.8997,0.9678,0.9868,0.7543,0.8557
LH65_PHG86,0.9779,0.9249,0.8225,0.9091,0.7397,0.9695,0.7532,0.9841
LH65_PHH93,0.7907,0.8273,0.8147,0.553,0.5413,0.7289,0.4319,0.7803
LH65_PHJ40,0.7719,0.8117,0.8248,0.5603,0.4949,0.7623,0.4759,0.7816
LH65_PHK29,0.8489,0.7976,0.8729,0.8765,0.9377,0.9163,0.6777,0.9505
LH65_PHK76,0.9883,0.9791,0.9756,0.8487,0.6936,0.9744,0.8686,0.8928
LH65_PHR36,0.9549,0.9595,0.7798,0.7776,0.7758,0.8635,0.4638,0.9487
LH65_PHT77,0.9232,0.9971,0.806,0.811,0.8092,0.8993,0.6672,0.8289
LH65_PHV63,0.9759,0.8435,0.7201,0.9726,0.915,0.7359,0.5178,0.8743
LH65_PHW65,0.8478,0.8581,0.9519,0.9589,0.9493,0.8423,0.5845,0.7577
LH65_PHZ51,0.9324,0.888,0.86,0.9924,0.9426,0.7396,0.9805,0.8359
LH65_Pa36,0.3362,0.5091,0.4073,0.4126,0.4724,0.6549,0.3921,0.7657
LH65_Pa405,0.6,0.7473,0.5936,0.6913,0.794,0.8206,0.5972,0.829
LH65_Pa91,0.9505,0.9733,0.9988,0.8862,0.8903,0.9685,0.7081,0.9922
LH65_SC-Malawi,0.905,0.8683,0.8778,0.7416,0.7015,0.9431,0.7077,0.7933
LH65_SGI061,0.9276,0.963,0.9752,0.7998,0.6785,0.9009,0.9379,0.9689
LH65_UH250,0.7467,0.772,0.7891,0.4103,0.3787,0.6975,0.4323,0.7189
LH65_UH304,0.8828,0.8888,0.8633,0.4635,0.4174,0.6997,0.5108,0.7091
LH65_UH_2500,0.5143,0.6685,0.5398,0.5938,0.6472,0.7436,0.5367,0.7081
LH65_UH_6102,0.7865,0.8243,0.8173,0.4754,0.4577,0.8163,0.5169,0.714
LH65_UH_6179,0.7989,0.8086,0.8435,0.4464,0.4707,0.9196,0.8019,0.8661
LH65_UH_P024,0.9055,0.8778,0.9564,0.4308,0.4302,0.87,0.7672,0.6757
LH65_UH_P060,0.7254,0.7429,0.8091,0.4566,0.4866,0.7337,0.4879,0.6649
LH65_UH_P064,0.8467,0.7701,0.9895,0.5556,0.4791,0.8851,0.8441,0.8705
LH65_UH_P074,0.8106,0.7565,0.9336,0.4068,0.4157,0.7709,0.5177,0.8113
LH65_UH_P087,0.6632,0.6663,0.9189,0.426,0.4306,0.8155,0.5417,0.8379
LH65_UH_P089,0.8467,0.8863,0.8052,0.6035,0.6711,0.7333,0.6392,0.6802
LH65_UH_P104,0.7305,0.7304,0.7909,0.3037,0.2985,0.7181,0.4936,0.6987
LH65_UH_P115,0.817,0.8881,0.6823,0.538,0.5326,0.8804,0.7103,0.8842
LH65_UH_P128,0.8431,0.8028,0.9306,0.52,0.5708,0.7827,0.5642,0.8369
LH65_UH_P148,0.8688,0.7956,0.9823,0.458,0.4404,0.7135,0.5699,0.5769
LH65_UH_S018,0.9197,0.9603,0.6933,0.7706,0.8665,0.9214,0.6039,0.9573
LH65_UH_S020,0.9259,0.9298,0.8753,0.8926,0.8479,0.9812,0.8555,0.8737
LH65_UH_S025,0.8163,0.8718,0.7172,0.571,0.5692,0.8136,0.5698,0.7387
LH65_Va26,0.8717,0.94,0.8669,0.7301,0.7957,0.8384,0.8916,0.9846
LH65_W117,0.6415,0.6519,0.806,0.3712,0.5464,0.5343,0.341,0.557
LH65_W153R,0.7293,0.6885,0.9803,0.45,0.5803,0.8531,0.4941,0.7924
LH65_W182E,0.6069,0.5942,0.9184,0.3464,0.3634,0.6633,0.3638,0.6344
LH65_W23,0.5495,0.7527,0.5019,0.6997,0.7603,0.8985,0.784,0.9892
LH65_W602S,0.7214,0.9445,0.5809,0.6491,0.8306,0.8048,0.5483,0.8507
LH65_W604S,0.788,0.7972,0.9192,0.8855,0.812,0.8922,0.778,0.9066
LH65_W64A,0.7684,0.8417,0.8474,0.6467,0.6623,0.6933,0.5263,0.6783
LH65_W9,0.5245,0.7418,0.4385,0.4572,0.5761,0.7281,0.44,0.6502
LH65_W95115,0.6276,0.6466,0.8293,0.6206,0.7059,0.6956,0.3781,0.6146
LH65_Wf9,0.7474,0.7922,0.8926,0.7572,0.8588,0.9171,0.7301,0.8184
LH74_LH82,0.9155,0.8124,0.7952,0.8774,0.8251,0.9766,0.7926,0.9056
LH74_LH93,0.7387,0.6402,0.896,0.8528,0.7626,0.9797,0.7537,0.8283
LH74_Lo1016,0.7377,0.7354,0.9641,0.7922,0.7405,0.5648,0.5951,0.576
LH74_Lo1026,0.7837,0.7737,0.9975,0.9835,0.9028,0.7375,0.7391,0.7886
LH74_Lo1035,0.7372,0.7674,0.8875,0.7565,0.7011,0.7117,0.7164,0.7588
LH74_Lo1038,0.5761,0.4399,0.9277,0.6885,0.5394,0.6911,0.8214,0.8439
LH74_Lo1056,0.795,0.7661,0.9842,0.6349,0.5529,0.7717,0.7717,0.6944
LH74_Lo1063,0.8377,0.7867,0.9833,0.5909,0.6901,0.9335,0.9271,0.8668
LH74_Lo1087,0.5013,0.5233,0.862,0.5608,0.5538,0.7879,0.7765,0.7549
LH74_Lo1094,0.7759,0.7603,0.96,0.8478,0.866,0.8864,0.9042,0.8864
LH74_Lo1095,0.6623,0.7141,0.8533,0.8218,0.7213,0.8606,0.7788,0.94
LH74_Lo1101,0.7634,0.8,0.888,0.9208,0.9007,0.7953,0.7568,0.9784
LH74_Lo1106,0.7108,0.7775,0.8517,0.8239,0.8088,0.7438,0.7572,0.7253
LH74_Lo1123,0.8783,0.9942,0.8178,0.9782,0.9329,0.8665,0.9212,0.9547
LH74_Lo1124,0.8405,0.9928,0.6699,0.8437,0.8049,0.7695,0.7758,0.9503
LH74_Lo1172,0.7463,0.8336,0.8621,0.8598,0.9199,0.7164,0.805,0.9053
LH74_Lo1180,0.9202,0.9832,0.9409,0.9082,0.9575,0.8859,0.9374,0.7669
LH74_Lo1187,0.8739,0.8753,0.9839,0.9887,0.9289,0.928,0.9541,0.8038
LH74_Lo1199,0.7257,0.7027,0.9888,0.8222,0.8631,0.6246,0.7261,0.7237
LH74_Lo1203,0.6359,0.5689,0.9527,0.8013,0.8357,0.6109,0.5968,0.7276
LH74_Lo1223,0.6147,0.7058,0.8302,0.8678,0.8771,0.6372,0.7292,0.8648
LH74_Lo1242,0.8099,0.902,0.7915,0.9721,0.9398,0.7739,0.761,0.9373
LH74_Lo1251,0.5826,0.6397,0.8057,0.7204,0.6468,0.6919,0.6079,0.7003
LH74_Lo1253,0.5628,0.6873,0.8268,0.8286,0.78,0.4119,0.5377,0.4589
LH74_Lo1261,0.6202,0.6571,0.9058,0.8356,0.8221,0.731,0.7996,0.7025
LH74_Lo1266,0.6143,0.7372,0.7886,0.8041,0.8385,0.6988,0.7705,0.9153
LH74_Lo1270,0.7075,0.7442,0.9038,0.7396,0.6737,0.7231,0.7162,0.8811
LH74_Lo1273,0.7881,0.9434,0.7151,0.8943,0.913,0.9851,0.9039,0.8716
LH74_Lo1274,0.8938,0.9784,0.7703,0.9409,0.8869,0.7033,0.6042,0.8901
LH74_Lo1280,0.8783,0.9711,0.5097,0.948,0.8452,0.781,0.8149,0.9496
LH74_Lo1282,0.6682,0.819,0.7091,0.8657,0.7161,0.6275,0.6806,0.7876
LH74_Lo1284,0.8262,0.9994,0.7263,0.9909,0.8393,0.7937,0.9601,0.8371
LH74_Lo1288,0.565,0.7002,0.7494,0.6742,0.7076,0.7971,0.9818,0.7831
LH74_Lo1290,0.7885,0.9,0.7831,0.8427,0.7764,0.8198,0.8739,0.9655
LH74_Lo1301,0.5959,0.5271,0.9413,0.9259,0.9711,0.8871,0.9136,0.9261
LH74_Lo904,0.6903,0.6853,0.9441,0.9315,0.8772,0.7216,0.7459,0.7458
LH74_Lp5,0.9413,0.9698,0.95,0.8154,0.8784,0.9243,0.8971,0.9943
LH74_ML606,0.8627,0.931,0.9103,0.8361,0.9923,0.8891,0.926,0.9935
LH74_MS153,0.8194,0.7417,0.8392,0.8061,0.9909,0.8592,0.9127,0.7484
LH74_MS71,0.8547,0.8633,0.9271,0.9764,0.866,0.9966,0.9223,0.9492
LH74_Mo15W,0.9541,0.8986,0.8282,0.7227,0.5249,0.8473,0.9999,0.7543
LH74_Mo17,0.9599,0.9116,0.7099,0.8017,0.6432,0.7908,0.869,0.7003
LH74_N16,0.9178,0.8969,0.7103,0.6677,0.6003,0.6916,0.7999,0.6141
LH74_N192,0.999,0.9303,0.9227,0.7851,0.8799,0.9782,0.8688,0.8651
LH74_N22,0.9012,0.953,0.8897,0.8549,0.6681,0.9686,0.8621,0.8872
LH74_N25,0.757,0.7226,0.9114,0.8783,0.6568,0.8249,0.8551,0.8849
LH74_N6,0.8264,0.824,0.994,0.9158,0.8938,0.9777,0.8043,0.9985
LH74_NC290,0.8792,0.9201,0.8498,0.875,0.7005,0.7654,0.7706,0.9565
LH74_NC358,0.9847,0.6931,0.7477,0.7196,0.5496,0.7256,0.9167,0.8215
LH74_NDB8,0.7022,0.638,0.953,0.7555,0.8222,0.9462,0.8347,0.8355
LH74_NK764,0.9261,0.9255,0.9486,0.7673,0.9045,0.8912,0.7617,0.8036
LH74_NK807,0.945,0.8926,0.9304,0.7409,0.8071,0.8821,0.9573,0.9875
LH74_NQ508,0.8338,0.9033,0.8827,0.9978,0.9106,0.8223,0.8383,0.6838
LH74_NS701,0.8287,0.9426,0.7979,0.9328,0.9198,0.8225,0.8422,0.7836
LH74_Oh02,0.9224,0.9832,0.8695,0.6391,0.5906,0.5926,0.7297,0.466
LH74_Oh33,0.8182,0.8456,0.8446,0.9448,0.9121,0.8273,0.9944,0.9786
LH74_Oh40B,0.9145,0.8743,0.9008,0.9867,0.8051,0.8039,0.7999,0.9308
LH74_Oh43,0.9518,0.9495,0.9598,0.8629,0.9417,0.8586,0.921,0.9621
LH74_Os426,0.8502,0.7922,0.9434,0.7879,0.6811,0.6235,0.7842,0.4721
LH74_P465P,0.9748,0.9415,0.8974,0.9538,0.8492,0.8011,0.9078,0.8762
LH74_PB116,0.7657,0.7964,0.8221,0.9985,0.9883,0.8675,0.9167,0.8148
LH74_PB98TR,0.8974,0.8698,0.9968,0.8905,0.6475,0.632,0.6957,0.5396
LH74_PH207,0.966,0.9402,0.8976,0.6015,0.7451,0.9794,0.9195,0.9561
LH74_PHB09,0.9683,0.9151,0.7774,0.9857,0.947,0.8643,0.9568,0.836
LH74_PHG35,0.6401,0.7347,0.8559,0.7332,0.7769,0.6531,0.6039,0.791
LH74_PHG39,0.7838,0.8944,0.8028,0.8367,0.8381,0.6535,0.7987,0.8519
LH74_PHG47,0.9748,0.9731,0.9486,0.7968,0.8688,0.9933,0.9284,0.8
LH74_PHG50,0.9002,0.9554,0.9928,0.7621,0.8911,0.9459,0.9148,0.9983
LH74_PHG71,0.9657,0.9016,0.854,0.7671,0.8603,0.9777,0.7942,0.9776
LH74_PHG80,0.8227,0.9331,0.8006,0.9482,0.9248,0.9768,0.8255,0.9954
LH74_PHG83,0.8091,0.9423,0.802,0.9953,0.9053,0.832,0.9832,0.9637
LH74_PHG84,0.803,0.868,0.8691,0.7085,0.6707,0.7207,0.842,0.9054
LH74_PHG86,0.8153,0.8408,0.9823,0.8997,0.9632,0.7644,0.8431,0.7769
LH74_PHH93,0.9532,0.9114,0.9902,0.7442,0.8383,0.9951,0.8356,0.9808
LH74_PHJ40,0.9345,0.8957,0.98,0.7515,0.792,0.9715,0.8796,0.9795
LH74_PHK29,0.6863,0.7135,0.9319,0.9323,0.7652,0.8176,0.9186,0.8106
LH74_PHK76,0.8257,0.9368,0.8292,0.9601,0.9907,0.7082,0.7278,0.8683
LH74_PHR36,0.8825,0.8755,0.975,0.9688,0.9271,0.8703,0.8675,0.8124
LH74_PHT77,0.9142,0.9131,0.9989,0.9978,0.8938,0.8345,0.9291,0.9322
LH74_PHV63,0.8134,0.7595,0.9152,0.8362,0.7879,0.9979,0.9215,0.8867
LH74_PHW65,0.6852,0.7741,0.853,0.7677,0.7536,0.8915,0.9882,0.9966
LH74_PHZ51,0.7698,0.804,0.9449,0.8013,0.7603,0.4734,0.6158,0.5969
LH74_Pa36,0.4987,0.5931,0.6024,0.6038,0.7695,0.9211,0.7958,0.9954
LH74_Pa405,0.7625,0.8313,0.7888,0.8825,0.9089,0.9132,0.9991,0.9321
LH74_Pa91,0.887,0.9427,0.8036,0.695,0.5932,0.7653,0.8882,0.7688
LH74_SC-Malawi,0.9324,0.9523,0.6826,0.5504,0.4044,0.7907,0.8887,0.5543
LH74_SGI061,0.765,0.879,0.8297,0.991,0.9756,0.6348,0.6584,0.73
LH74_UH250,0.9093,0.856,0.9842,0.6015,0.6758,0.9637,0.8359,0.9578
LH74_UH304,0.9547,0.9728,0.9416,0.6547,0.7145,0.9659,0.9145,0.9481
LH74_UH_2500,0.6769,0.7526,0.7349,0.785,0.9443,0.9902,0.9404,0.9471
LH74_UH_6102,0.949,0.9083,0.9876,0.6666,0.7548,0.9175,0.9206,0.9529
LH74_UH_6179,0.9615,0.8927,0.9614,0.6376,0.7678,0.8143,0.7944,0.895
LH74_UH_P024,0.9319,0.9618,0.8485,0.622,0.7273,0.8638,0.8292,0.9146
LH74_UH_P060,0.8879,0.8269,0.9957,0.6478,0.7837,0.9999,0.8916,0.9038
LH74_UH_P064,0.9908,0.8541,0.8154,0.7468,0.7762,0.8487,0.7522,0.8906
LH74_UH_P074,0.9732,0.8406,0.8712,0.598,0.7128,0.9629,0.9214,0.9498
LH74_UH_P087,0.8257,0.7503,0.886,0.6172,0.7277,0.9183,0.9454,0.9231
LH74_UH_P089,0.9907,0.9703,0.9996,0.7947,0.9682,0.9995,0.9572,0.9191
LH74_UH_P104,0.8931,0.8144,0.9861,0.4949,0.5956,0.9842,0.8973,0.9376
LH74_UH_P115,0.9795,0.9722,0.8774,0.7292,0.8297,0.8535,0.8861,0.8769
LH74_UH_P128,0.9944,0.8868,0.8743,0.7112,0.8679,0.9511,0.9679,0.9242
LH74_UH_P148,0.9686,0.8796,0.7872,0.6492,0.7375,0.9797,0.9736,0.8158
LH74_UH_S018,0.9177,0.8762,0.8885,0.9618,0.8364,0.8124,0.9924,0.8038
LH74_UH_S020,0.9115,0.9862,0.9296,0.9162,0.855,0.715,0.7408,0.6348
LH74_UH_S025,0.9788,0.9559,0.9123,0.7622,0.8663,0.9202,0.9735,0.9776
LH74_Va26,0.9658,0.976,0.9379,0.9213,0.9072,0.5723,0.7047,0.7457
LH74_W117,0.804,0.7359,0.9989,0.5624,0.8435,0.8004,0.7446,0.796
LH74_W153R,0.8918,0.7725,0.8245,0.6412,0.8774,0.8807,0.8978,0.9687
LH74_W182E,0.7694,0.6782,0.8865,0.5376,0.6605,0.9295,0.7675,0.8733
LH74_W23,0.712,0.8368,0.697,0.8909,0.9426,0.6323,0.8123,0.7718
LH74_W602S,0.884,0.9715,0.776,0.8402,0.8723,0.929,0.952,0.9104
LH74_W604S,0.9506,0.8812,0.8857,0.9233,0.8909,0.8417,0.8184,0.8545
LH74_W64A,0.9309,0.9258,0.9575,0.8379,0.9594,0.9594,0.93,0.9172
LH74_W9,0.6871,0.8258,0.6337,0.6484,0.8732,0.9942,0.8436,0.8891
LH74_W95115,0.7902,0.7306,0.9756,0.8118,0.997,0.9618,0.7817,0.8535
LH74_Wf9,0.9099,0.8762,0.9123,0.9484,0.8442,0.8167,0.8662,0.9426
LH82_LH93,0.8232,0.8277,0.8992,0.7302,0.5876,0.9563,0.9611,0.7339
LH82_Lo1016,0.8222,0.9229,0.7593,0.6696,0.5656,0.5413,0.3878,0.4817
LH82_Lo1026,0.8682,0.9613,0.7977,0.8939,0.7278,0.7141,0.5318,0.6942
LH82_Lo1035,0.8218,0.9549,0.6827,0.6339,0.5262,0.6883,0.5091,0.6645
LH82_Lo1038,0.6606,0.6274,0.8676,0.5659,0.3645,0.6677,0.6141,0.7495
LH82_Lo1056,0.8795,0.9537,0.7795,0.5123,0.378,0.7483,0.5643,0.6
LH82_Lo1063,0.9222,0.9743,0.7786,0.4684,0.5151,0.9569,0.8656,0.7724
LH82_Lo1087,0.5858,0.7108,0.6572,0.4382,0.3788,0.7645,0.5691,0.6606
LH82_Lo1094,0.8604,0.9478,0.8352,0.7252,0.6911,0.863,0.6969,0.792
LH82_Lo1095,0.7468,0.9017,0.6485,0.6992,0.5463,0.8372,0.5714,0.8457
LH82_Lo1101,0.8479,0.9876,0.6832,0.9566,0.9244,0.7718,0.5495,0.8841
LH82_Lo1106,0.7953,0.9651,0.6469,0.7013,0.6339,0.7204,0.5499,0.6309
LH82_Lo1123,0.9628,0.8066,0.613,0.8992,0.8922,0.8431,0.7138,0.8603
LH82_Lo1124,0.925,0.8197,0.4652,0.7211,0.6299,0.746,0.5685,0.9553
LH82_Lo1172,0.8308,0.9788,0.6573,0.7372,0.7449,0.693,0.5976,0.8109
LH82_Lo1180,0.9953,0.8292,0.7361,0.9692,0.8676,0.8625,0.8552,0.6726
LH82_Lo1187,0.9584,0.9372,0.7791,0.8662,0.7539,0.9046,0.7467,0.7095
LH82_Lo1199,0.8103,0.8902,0.8064,0.6997,0.6881,0.6012,0.5187,0.6293
LH82_Lo1203,0.7204,0.7564,0.8425,0.6787,0.6607,0.5874,0.3894,0.6333
LH82_Lo1223,0.6992,0.8934,0.6254,0.7452,0.7022,0.6137,0.5219,0.7704
LH82_Lo1242,0.8944,0.9105,0.5868,0.8495,0.7648,0.7504,0.5536,0.9683
LH82_Lo1251,0.6671,0.8273,0.6009,0.5979,0.4719,0.6685,0.4005,0.6059
LH82_Lo1253,0.6473,0.8748,0.622,0.706,0.605,0.3884,0.3304,0.3645
LH82_Lo1261,0.7047,0.8446,0.7011,0.713,0.6471,0.7076,0.5923,0.6081
LH82_Lo1266,0.6989,0.9247,0.5839,0.6815,0.6635,0.6753,0.5632,0.8209
LH82_Lo1270,0.792,0.9317,0.699,0.617,0.4987,0.6997,0.5088,0.7867
